game,console,Publisher,Release Year,Release Month,Release Day,Total Shipped,NA Sales,PAL Sales,Japan Sales,Other Sales,NS,PS4,XBOX ONE,PC,Genre(s),VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction
Pro Evolution Soccer 2018,PS4,Konami Digital Entertainment,2017,9,12,750000,120000,360000,190000,90000,0,1,1,1,"Action, General, Sports, Team, Soccer, Sim",N/A,83,72,82,N/A,N/A,N/A,87.5,N/A,80,80,92,35,87.5,"Pro Evolution Soccer 2018 is a sports video game developed and published by Konami for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360 and Xbox One. The game is the 17th installment in the Pro Evolution Soccer series and was released worldwide in September 2017. This was the final PES game released for PlayStation 3 & Xbox 360 consoles and the last to feature UEFA Champions League, Europa League, and Super Cup licenses and the Borussia Dortmund partnership. "
Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,2014,9,23,750000,370000,250000,N/A,130000,0,1,1,1,"Action Adventure, General, Fantasy",80,71,55,78,80,N/A,N/A,65,80,70,50,68,N/A,#VALUE!,"Disney Infinity 2.0 is an action-adventure sandbox toys-to-life video game developed by Avalanche Software and Heavy Iron Studios and published by Disney Interactive Studios. The game features additional work by Studio Gobo and Ninja Theory. It is the sequel and successor of the 2013 video game Disney Infinity and was announced on April 8, 2014. The game was released on September 23, 2014 in North America, September 19, 2014 in the United Kingdom, September 18, 2014 in Australia and the rest of Europe for iOS, PlayStation 3, PlayStation 4, Wii U, Microsoft Windows, Xbox 360 and Xbox One,1 and for PlayStation Vita on May 9, 2015. "
Pro Evolution Soccer 2017,PS4,Konami Digital Entertainment,2016,9,13,750000,80000,410000,180000,90000,0,1,1,1,"Sports, Team, Soccer, Sim",N/A,85,73,82,N/A,N/A,N/A,92.5,90,80,90,95,N/A,#VALUE!,"Pro Evolution Soccer 2017  is a sports video game developed by PES Productions and published by Konami for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Android and iOS. The game is the 16th installment in the Pro Evolution Soccer series. It was released in September 2016 and is compatible with PS4 Pro console."
Sniper Elite III,PS4,505 Games,2014,7,1,740000,250000,370000,N/A,120000,0,1,1,1,"Shooter, Historic, Action, Third-Person, Tactical",N/A,67,69,68,N/A,N/A,N/A,65,N/A,60,60,82,N/A,#VALUE!,"Sniper Elite III is a 2014 third-person tactical shooter stealth video game developed and published by Rebellion Developments. The game is a prequel to its 2012 predecessor Sniper Elite V2, and is the third installment in the Sniper Elite series. "
MLB 14 The Show,PS4,Sony Computer Entertainment,2014,5,6,730000,590000,N/A,N/A,140000,0,1,0,0,"Sports, Team, Baseball, Sim",83,83,76,N/A,N/A,N/A,N/A,85,N/A,80,N/A,81,N/A,#VALUE!,"MLB 14: The Show is a baseball video game developed and published by Sony Computer Entertainment, based on Major League Baseball (MLB). It is the ninth entry of the MLB: The Show franchise. Announced on November 4, 2013, the game was released on April 1, 2014 for the PlayStation 3 and PlayStation Vita. The PlayStation 4 version was released on May 6, 2014. Detroit Tigers first baseman Miguel Cabrera is the featured athlete on the cover.As with the previous two entries, Canada has a unique cover, with Toronto Blue Jays third baseman Brett Lawrie on the cover"
WipEout Omega Collection,PS4,Sony Interactive Entertainment,2017,6,6,720000,120000,490000,N/A,110000,0,1,0,0,"Racing, Arcade",N/A,85,80,N/A,85,N/A,N/A,N/A,N/A,90,90,N/A,N/A,#VALUE!,"Wipeout Omega Collection (stylised as WipE′out Omega Collection) is a futuristic racing video game compilation co-developed by XDev, Clever Beans and Creative Vault Studios and published by Sony Interactive Entertainment for the PlayStation 4. It was first released in North America on 6 June 2017 and in Europe a day later. "
Deus Ex: Mankind Divided,PS4,Square Enix,2016,8,23,720000,250000,340000,10000,120000,0,1,1,1,"Action Adventure, General",N/A,84,76,85,N/A,N/A,85,70,80,80,90,92,N/A,#VALUE!,"Deus Ex: Mankind Divided is an action role-playing video game developed by Eidos Montréal and published by Square Enix's European subsidiary in August 2016 for Microsoft Windows, PlayStation 4, and Xbox One. Versions for Linux and macOS systems were released in 2016 and 2017, respectively. It is the fourth game in the Deus Ex series, and a sequel to the 2011 game Deus Ex: Human Revolution. The gameplay—combining first-person shooter, stealth, and role-playing elements—features exploration and combat in environments connected to the main hub of Prague and quests that grant experience and allow customization of the main character's abilities with Praxis Kits. Conversations between characters have a variety of responses, with options in conversations and at crucial story points affecting how events play out. Players can complete Breach, a cyberspace-set challenge mode, in addition to the main campaign. Breach was later released as a free, standalone product. "
Astro Bot Rescue Mission,PS4,Sony Interactive Entertainment	,2018,10,2,710000,220000,360000,20000,110000,0,1,0,0,"Action Adventure, General",85,90,89,90,75,90,N/A,90,N/A,90,N/A,90,N/A,#VALUE!,"Astro Bot Rescue Mission is a 2018 platform video game developed by Japan Studio's Team Asobi division and published by Sony Interactive Entertainment for the PlayStation 4's PlayStation VR headset. It stars a cast of robot characters first introduced in The Playroom, where they appeared as robots that lived inside of the DualShock 4 controller. In the game, the player teams up with Captain Astro and goes on a quest to rescue his lost crew scattered across different worlds. The game received positive reviews from critics, who praised the game's use of the DualShock 4 and its varied level design."
SoulCalibur VI,PS4,Bandai Namco Games,2018,10,19,710000,440000,110000,40000,120000,0,1,1,1,"Action, Fighting",70,84,66,84,85,N/A,80,87.5,90,80,N/A,89,N/A,#VALUE!,"Soulcalibur VI is a fighting game developed by Bandai Namco Studios and published by Bandai Namco Entertainment for the PlayStation 4, Xbox One, and Microsoft Windows in 2018. It is the seventh main installment in the Soulcalibur series. "
The LEGO Movie Videogame,PS4,Warner Bros. Interactive Entertainment,2014,2,7,710000,260000,320000,10000,110000,0,1,1,1,"Fantasy, Action Adventure, General",60,71,71,76,75,N/A,85,80,70,70,80,65,N/A,#VALUE!,"The Lego Movie Videogame is a Lego-themed action-adventure video game developed by TT Fusion. It follows the plot of the animated film The Lego Movie. The game was published by Warner Bros. Interactive Entertainment and released alongside the film in 2014 for Microsoft Windows, Nintendo 3DS, PlayStation 3, PlayStation 4, PlayStation Vita, Wii U, Xbox 360, and Xbox One and on 16 October 2014 for Mac OS X by Feral Interactive."
Marvel vs. Capcom: Infinite,PS4,Capcom,2017,9,19,700000,360000,190000,40000,110000,0,1,1,1,"Action, Fighting",N/A,72,46,77,75,N/A,N/A,82.5,N/A,80,60,77,N/A,#VALUE!,"Marvel vs. Capcom: Infiniteis a fighting video game developed and published by Capcom. It is the sixth main entry in the Marvel vs. Capcom series of crossover games. Like previous installments, players control characters from both the Marvel Comics and Capcom universes to compete in tag team battles. Infinite features two-on-two fights, as opposed to the three-on-three format used in its preceding titles. The series' character-assist moves have been removed; instead, the game incorporates a tag-based combo system, which allows players to instantly switch between their two characters to form continuous combos. It also introduces a new gameplay mechanic in the form of the Infinity Stones, which temporarily bestow players with unique abilities and stat boosts depending on the type of stone selected. "
Dark Souls II: Scholar of the First Sin,PS4,Namco Bandai Games,2015,4,7,690000,270000,230000,90000,100000,0,1,1,1,"Role-Playing, Action RPG",N/A,87,78,88,N/A,90,N/A,97.5,90,90,N/A,90,37,92.5,"On November 25, 2014, Bandai Namco Games announced an updated version of the game, Dark Souls II: Scholar of the First Sin, which was released on April 1, 2015, for PC, PlayStation 3, and Xbox 360, along with PlayStation 4 and Xbox One. On all platforms, the game is a compilation of Dark Souls II and its three DLC campaigns. On PC, PlayStation 4 and Xbox One, Scholar of the First Sin also features remastered visuals with more advanced lighting effects, running at 1080p resolution at 60 frames per second. The re-release also makes changes to the game itself; enemy positions and behaviors have been revised, and the game also supports up to six players in multiplayer scenarios."
Grand Theft Auto V,XBOX ONE,Rockstar Games,2014,11,18,8720000,4700000,3250000,10000,760000,0,1,1,1,"Action Adventure, Modern, Open-World",90,97,79,88,N/A,100,N/A,97.5,N/A,90,100,100,40,100,"Grand Theft Auto V is a 2013 action-adventure game developed by Rockstar North and published by Rockstar Games. It is the first main entry in the Grand Theft Auto series since 2008's Grand Theft Auto IV. The game is played from either a third-person or first-person perspective, and its world is navigated on foot and by vehicle. Players control the three lead protagonists throughout single-player and switch among them, both during and outside missions. The story is centred on the heist sequences, and many missions involve shooting and driving gameplay. "
Call of Duty: Black Ops 3,XBOX ONE,Activision,2015,11,6,7370000,4630000,2040000,20000,680000,0,1,1,1,"Action, Shooter, First-Person, Arcade",N/A,81,46,73,85,N/A,95,N/A,N/A,70,90,92,N/A,#VALUE!,"Call of Duty: Black Ops III is a 2015 first-person shooter video game, developed by Treyarch and published by ActiviSimilar to its predecessors, the story follows a group of black ops soldiers. The game's campaign is designed to support 4-player cooperative gameplay, allowing for bigger, more open level design and less corridor shooting. sion. It is the twelfth entry in the Call of Duty series and the sequel to the 2012 video game Call of Duty: Black Ops II."
Call of Duty: WWII,XBOX ONE,Activision,2017,11,3,6230000,3750000,1910000,N/A,570000,0,1,1,1,"Action, Shooter, First-Person, Arcade",N/A,80,43,80,70,70,85,87.5,70,90,80,80,N/A,#VALUE!,"Call of Duty: WWII is a 2017 first-person shooter video game developed by Sledgehammer Games and published by Activision.The game's campaign is set in the European theatre and is centered around a squad in the 1st Infantry Division following their battles on the Western Front and set mainly in the historical events of Operation Overlord. The player controls Ronald ""Red"" Daniels, who has squadmates who can supply the player with extra ammunition, health, or grenades as well as a targeted grenade and target spotting."
Red Dead Redemption 2,XBOX ONE,Rockstar Games,2018,10,26,5770000,3760000,1470000,N/A,540000,0,1,1,1,"Action Adventure, Open-World",N/A,97,79,94,95,100,100,100,N/A,90,100,100,N/A,#VALUE!,"Red Dead Redemption 2[a] is a 2018 action-adventure game developed and published by Rockstar Games.The game is the third entry in the Red Dead series and is a prequel to the 2010 game Red Dead Redemption. The story is set in 1899 in a fictionalized representation of the Western, Midwestern, and Southern United States and follows outlaw Arthur Morgan, a member of the Van der Linde gang. Arthur must deal with the decline of the Wild West whilst attempting to survive against government forces, rival gangs, and other adversaries. "
Minecraft,XBOX ONE,Microsoft Studios,2014,11,18,5430000,3230000,1710000,N/A,490000,1,1,1,1,"Action Adventure, Adventure, Sandbox, First-Person, Fantasy",N/A,88,72,N/A,N/A,90,N/A,92.5,N/A,85,N/A,97,N/A,#VALUE!,"Minecraft is a sandbox video game developed by Mojang,it was first made public in May 2009 before fully releasing in November 2011, with Jens Bergensten then taking over development. In Minecraft, players explore a blocky, procedurally-generated 3D world with virtually infinite terrain, and may discover and extract raw materials, craft tools and items, and build structures or earthworks."
Call of Duty: Advanced Warfare,XBOX ONE,Activision,2014,11,4,5220000,3250000,1490000,10000,480000,0,1,1,1,"Action, Shooter, First-Person, Modern, Arcade",83,81,55,78,N/A,N/A,90,90,N/A,80,N/A,91,N/A,#VALUE!,"Call of Duty: Advanced Warfare is a 2014 first-person shooter video game published by Activision,the eleventh major installment in the Call of Duty series.The game is the first in the Call of Duty series that allows the player to choose differing types of conventional weaponry; for example, the game features regular conventional firearms, but the player can choose to use laser or directed energy weaponry, both of which have differing attributes."
Battlefield 1,XBOX ONE,Electronic Arts	,2016,10,21,5130000,3370000,1260000,20000,480000,0,1,1,1,"Action, General, Shooter, First-Person, Tactical",93,87,76,89,80,N/A,80,92.5,90,90,80,90,N/A,#VALUE!,"Battlefield 1 is a first-person shooter video game developed by EA DICE and published by Electronic Arts, the fifteenth installment in the Battlefield series,and the first main entry in the series since Battlefield 4.Battlefield 1 is a first-person shooter game that emphasizes teamwork. It is set in the period of World War I, and is inspired by historical events. Players can make use of World War I weapons, including bolt-action rifles, submachine guns, automatic and semi-automatic rifles, artillery, flamethrowers, and poison gas to combat opponents."
